Name: 斗鱼音乐-秋月剪水, URL: http://epg.112114.xyz/douyu/9588891, Date: 01-19-2024, Resolution: 1920x1080, Response Time: 4322ms
Name: 纪实人文, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jspdhd/4000000/mnf.m3u8, Date: 05-18-2023, Resolution: None, Response Time: 998ms
Name: 纪实人文, URL: https://epg.pw/stream/b6163053e950966f7d33e74245e743a51e4abbae0f3d136f0210b71ec3189fe2.ctv, Date: 12-26-2023, Resolution: None, Response Time: 1030ms
Name: 纪实人文, URL: http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8, Date: 05-14-2023, Resolution: None, Response Time: 1069ms
Name: 纪实人文, URL: http://live.dxhmt.cn:9081/tv/11521-1.m3u8, Date: 04-02-2023, Resolution: None, Response Time: 1225ms
Name: 纪实人文, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jspdhd/4000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1283ms
Name: 家庭剧场, URL: https://epg.pw/stream/94ba05ef95a8b4bdec0464eefb322d6146f4a341aef422b9ee486a17da8e3072.m3u8, Date: 02-22-2024, Resolution: 1280x720, Response Time: 331ms
Name: 金牌综艺, URL: https://epg.pw/stream/d4388d0883822c943bfd9c08204f99d0bb0607a81b2b207ffcb104ee82038496.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 535ms
Name: 惊悚悬疑, URL: https://epg.pw/stream/36c7b460935f92b0104ebbabd0d92689e91f568f0bf4910f29f8967d668d3742.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 504ms
Name: 精品大剧, URL: https://epg.pw/stream/77f3dfac96f46b8db4bab743ef691404ac96b99f59c539a6c573215f57588360.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 526ms
Name: 精品纪录, URL: https://epg.pw/stream/e257d9addea5a06a15a971f5c617c2fe1f35ddd1768e58d866359da4a3a93c81.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 531ms
Name: 精品体育, URL: https://epg.pw/stream/d057acbad8a13889c27b858257a7ea1791caf9409afc026a8f83f279c00d9a45.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 562ms
Name: 军旅剧场, URL: https://epg.pw/stream/63c6d946b5523fbc80c2fafa6fd7551a12af691a2c635efe31efd501833d9727.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 502ms
Name: 军事评论, URL: https://epg.pw/stream/a97767f126f84edb52e8344d91366034de22cd1beb45310cdf8cc368205421c1.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 552ms
Name: 农业致富, URL: https://epg.pw/stream/f867346fe523ae6aa24452b6fc4c69ff49e333bcb229c520999dfd9220ea95d3.m3u8, Date: 01-27-2024, Resolution: 1920x1080, Response Time: 384ms
Name: 武搏世界, URL: https://epg.pw/stream/03a8dd67af4514185c1d05e3bebe1067437bab3d7eee717203a2e3b7fc91621e.m3u8, Date: 01-12-2024, Resolution: 1920x1080, Response Time: 508ms
Name: 中国功夫, URL: https://vd4.bdstatic.com/mda-ki3xkd61vwg442vm/sc/cae_h264_clips/mda-ki3xkd61vwg442vm.mp4, Date: 02-21-2024, Resolution: 1280x720, Response Time: 758ms
Name: 中国功夫, URL: http://www.51romzj.love:35455/huya/11352941, Date: 01-28-2024, Resolution: 1280x720, Response Time: 2732ms
Name: 中国功夫, URL: https://epg.pw/stream/2f36a0fe1806b3b1d504e8b471067be0d893f2df95003116a1f9d32651cb5779.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 571ms
Name: 足球频道, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/zqpd8m/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1335ms
Name: 金鹰卡通, URL: http://116.128.243.121:9901/tsfile/live/1007_1.m3u8, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 693ms
Name: 金鹰卡通, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jykt/1300000/mnf.m3u8, Date: 12-26-2023, Resolution: 768x576, Response Time: 965ms
Name: 金鹰卡通, URL: http://218.13.170.98:9901/tsfile/live/1022_1.m3u8, Date: 12-02-2023, Resolution: 768x576, Response Time: 1232ms
Name: 金鹰卡通, URL: http://113.57.109.36:9901/tsfile/live/1008_1.m3u8, Date: 12-22-2023, Resolution: None, Response Time: 527ms
Name: 金鹰卡通, URL: https://cntv.lat/tv/live.php?auth=231110&id=jykt, Date: 09-19-2023, Resolution: None, Response Time: 678ms
Name: 金鹰卡通, URL: http://php.jdshipin.com:8880/bst.php?id=jykt/1300000, Date: 03-09-2024, Resolution: None, Response Time: 763ms
Name: NewTV超级综艺, URL: https://epg.pw/stream/993b177d006da3fe1e88f9e34d5c4f039acb16c782b8588a422b382bc0fd848b.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 329ms
Name: NewTV潮妈辣婆, URL: https://epg.pw/stream/b8b258c3f487a0ca6e3485c53298c0c86cba21b9603aecc6b36a1fec95e6db85.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 460ms
Name: NewTV动作电影, URL: https://epg.pw/stream/e94cc2f1cb9a47e959a80ae19baa1ce8e6e04e844dfcf65aa27b641d7ee467c7.m3u8, Date: 02-01-2024, Resolution: 1920x1080, Response Time: 345ms
Name: NewTV海外剧场, URL: https://epg.pw/stream/b314ebcd13fbec4a42a56d423398e032e62e662a888437a30c5847b6162a409f.m3u8, Date: 01-26-2024, Resolution: 1920x1080, Response Time: 517ms
Name: NewTV家庭剧场, URL: https://epg.pw/stream/94ba05ef95a8b4bdec0464eefb322d6146f4a341aef422b9ee486a17da8e3072.m3u8, Date: 02-22-2024, Resolution: 1280x720, Response Time: 192ms
Name: NewTV金牌综艺, URL: https://epg.pw/stream/d4388d0883822c943bfd9c08204f99d0bb0607a81b2b207ffcb104ee82038496.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 324ms
Name: NewTV惊悚悬疑, URL: https://epg.pw/stream/36c7b460935f92b0104ebbabd0d92689e91f568f0bf4910f29f8967d668d3742.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 349ms
Name: NewTV精品大剧, URL: https://epg.pw/stream/77f3dfac96f46b8db4bab743ef691404ac96b99f59c539a6c573215f57588360.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 329ms
Name: NewTV精品纪录, URL: https://epg.pw/stream/e257d9addea5a06a15a971f5c617c2fe1f35ddd1768e58d866359da4a3a93c81.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 356ms
Name: NewTV精品体育, URL: https://epg.pw/stream/d057acbad8a13889c27b858257a7ea1791caf9409afc026a8f83f279c00d9a45.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 335ms
Name: NewTV军旅剧场, URL: https://epg.pw/stream/63c6d946b5523fbc80c2fafa6fd7551a12af691a2c635efe31efd501833d9727.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 343ms
Name: NewTV军事评论, URL: https://epg.pw/stream/a97767f126f84edb52e8344d91366034de22cd1beb45310cdf8cc368205421c1.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 342ms
Name: NewTV农业致富, URL: https://epg.pw/stream/f867346fe523ae6aa24452b6fc4c69ff49e333bcb229c520999dfd9220ea95d3.m3u8, Date: 01-27-2024, Resolution: 1920x1080, Response Time: 325ms
Name: NewTV武搏世界, URL: https://epg.pw/stream/03a8dd67af4514185c1d05e3bebe1067437bab3d7eee717203a2e3b7fc91621e.m3u8, Date: 01-12-2024, Resolution: 1920x1080, Response Time: 193ms
Name: NewTV中国功夫, URL: https://epg.pw/stream/2f36a0fe1806b3b1d504e8b471067be0d893f2df95003116a1f9d32651cb5779.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 335ms
Name: 黑莓电影, URL: https://epg.pw/stream/7cd2a163028ebcd6e8caffba4408642bb8a5009e13dd97bf5f36706cd75f395e.m3u8, Date: 03-25-2024, Resolution: 1280x720, Response Time: 340ms
Name: 黑莓电影, URL: https://epg.pw/stream/a106bba49a6159d54ee66205038e678acf94d13e34266e678ee7b08ce650766a.m3u8, Date: 03-14-2024, Resolution: 1280x720, Response Time: 340ms
Name: 黑莓动画, URL: https://epg.pw/stream/45813b437b496af365b98b5b50b7bec13f152ff9fb879a54eac30751384d665d.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 565ms
Name: 求索纪录, URL: http://125.210.152.19:9123/live/hzgq-qsjlgq-h264.m3u8, Date: 03-12-2024, Resolution: 1280x720, Response Time: 1535ms
Name: 优漫卡通, URL: http://110.179.80.141:8083/udp/239.1.1.72:8072, Date: 03-24-2024, Resolution: 720x576, Response Time: 514ms
Name: 优漫卡通, URL: https://epg.pw/stream/5aa56206f1fe7cc4d9507d553c47e53ea9c0ef79c6b52d3f3e1baa01ecfcaf63.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 517ms
Name: 金鹰卡通, URL: http://116.128.243.121:9901/tsfile/live/1007_1.m3u8, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 513ms
Name: 金鹰卡通, URL: http://218.13.170.98:9901/tsfile/live/1022_1.m3u8, Date: 12-02-2023, Resolution: 768x576, Response Time: 486ms
Name: 金鹰卡通, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jykt/1300000/mnf.m3u8, Date: 12-26-2023, Resolution: 768x576, Response Time: 1275ms
Name: 金鹰卡通, URL: http://113.57.109.36:9901/tsfile/live/1008_1.m3u8, Date: 12-22-2023, Resolution: None, Response Time: 528ms
Name: 金鹰卡通, URL: https://cntv.lat/tv/live.php?auth=231110&id=jykt, Date: 09-19-2023, Resolution: None, Response Time: 548ms
Name: 金鹰卡通, URL: http://php.jdshipin.com:8880/bst.php?id=jykt/1300000, Date: 03-09-2024, Resolution: None, Response Time: 704ms
Name: 卡酷少儿, URL: https://live.v1.mk/api/bestv.php?id=kkse8m/8000000, Date: 11-30-2023, Resolution: 3840x2160, Response Time: 1352ms
Name: 卡酷少儿, URL: http://qnap.yjnhome.com:4000/udp/239.3.1.189:8000, Date: 03-04-2024, Resolution: 1920x1080, Response Time: 821ms
Name: 卡酷少儿, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/kkse8m/8000000/mnf.m3u8, Date: 12-29-2023, Resolution: 1920x1080, Response Time: 1333ms
Name: 卡酷少儿, URL: http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 942ms
Name: 卡酷少儿, URL: https://live.goodiptv.club/api/bestv.php?id=kkse8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 1138ms
Name: 卡酷少儿, URL: http://php.jdshipin.com:8880/bst.php?id=kkse, Date: 03-09-2024, Resolution: None, Response Time: 2280ms
Name: 都市剧场, URL: http://php.jdshipin.com:8880/bst.php?id=dsjchd/4000000, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 412ms
Name: 都市剧场, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dsjc8m/8000000/mnf.m3u8, Date: 12-16-2023, Resolution: 1920x1080, Response Time: 916ms
Name: 都市剧场, URL: https://cntv.lat/tv/live.php?auth=231110&id=dsjc, Date: 09-29-2023, Resolution: 1280x720, Response Time: 114ms
Name: 都市剧场, URL: http://1.30.18.218:20080/hls/121/index.m3u8, Date: 01-31-2024, Resolution: 1046x576, Response Time: 561ms
Name: 都市剧场, URL: https://live.goodiptv.club/api/bestv.php?id=dsjc8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 779ms
Name: 都市剧场, URL: https://live.v1.mk/api/bestv.php?id=dsjc8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1228ms
Name: 都市剧场, URL: http://php.jdshipin.com:8880/bst.php?id=dsjc, Date: 03-09-2024, Resolution: None, Response Time: 2043ms
Name: 动漫秀场, URL: https://live.goodiptv.club/api/bestv.php?id=dmxc8m/8000000, Date: 11-22-2023, Resolution: 1920x1080, Response Time: 761ms
Name: 动漫秀场, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dmxc8m/8000000/mnf.m3u8, Date: 12-13-2023, Resolution: 1920x1080, Response Time: 1332ms
Name: 动漫秀场, URL: https://cntv.lat/tv/live.php?auth=231110&id=dmxc, Date: 09-19-2023, Resolution: None, Response Time: 101ms
Name: 动漫秀场, URL: https://epg.pw/stream/ca411be8f82bf17d3a956ffaf09b072a27ff9d9bb0d83fa3cae307eef53b6a68.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 344ms
Name: 动漫秀场, URL: http://php.jdshipin.com:8880/bst.php?id=dmxc8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 405ms
Name: 动漫秀场, URL: http://php.jdshipin.com:8880/bst.php?id=dmxchd/4000000, Date: 03-09-2024, Resolution: None, Response Time: 421ms
Name: 动漫秀场, URL: https://epg.pw/stream/541688af2977b7986c2aa3ac1bb605d9d807911f568852a5e529ae2a2a18aa27.ctv, Date: 12-26-2023, Resolution: None, Response Time: 856ms
Name: 动漫秀场, URL: https://live.v1.mk/api/bestv.php?id=dmxc8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1186ms
Name: 动漫秀场, URL: http://php.jdshipin.com:8880/bst.php?id=dmxc, Date: 03-09-2024, Resolution: None, Response Time: 1838ms
Name: 游戏风云, URL: https://cntv.lat/tv/live.php?auth=231110&id=yxfy, Date: 10-01-2023, Resolution: 1920x1080, Response Time: 195ms
Name: 游戏风云, URL: https://live.goodiptv.club/api/bestv.php?id=yxfy8m/8000000, Date: 09-15-2023, Resolution: 1920x1080, Response Time: 700ms
Name: 游戏风云, URL: http://php.jdshipin.com:8880/bst.php?id=yxfyhd/4000000, Date: 03-11-2024, Resolution: 1920x1080, Response Time: 825ms
Name: 游戏风云, URL: http://php.jdshipin.com:8880/bst.php?id=yxfy, Date: 03-09-2024, Resolution: None, Response Time: 1059ms
Name: 游戏风云, URL: https://live.v1.mk/api/bestv.php?id=yxfy8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1166ms
Name: 生活时尚, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/shss8m/8000000/mnf.m3u8, Date: 12-26-2023, Resolution: 1920x1080, Response Time: 1304ms
Name: 生活时尚, URL: https://cntv.lat/tv/live.php?auth=231110&id=shss, Date: 09-19-2023, Resolution: None, Response Time: 144ms
Name: 生活时尚, URL: http://php.jdshipin.com:8880/bst.php?id=shsshd/4000000, Date: 03-09-2024, Resolution: None, Response Time: 438ms
Name: 生活时尚, URL: https://live.goodiptv.club/api/bestv.php?id=shss8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 730ms
Name: 生活时尚, URL: https://epg.pw/stream/f2876354cd43079da5637591a7e3bf83006279b59c0ebcddb61e49f0850f1803.ctv, Date: 12-26-2023, Resolution: None, Response Time: 906ms
Name: 生活时尚, URL: https://live.v1.mk/api/bestv.php?id=shss8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1189ms
Name: 生活时尚, URL: http://php.jdshipin.com:8880/bst.php?id=shss, Date: 03-09-2024, Resolution: None, Response Time: 1871ms
Name: 全纪实, URL: http://php.jdshipin.com:8880/bst.php?id=qjshd/4000000, Date: 03-11-2024, Resolution: 1920x1080, Response Time: 404ms
Name: 全纪实, URL: https://live.goodiptv.club/api/bestv.php?id=qjshd8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 704ms
Name: 全纪实, URL: https://epg.pw/stream/f951ab49e5198e21e04d633712b6b88d15cd4cbdbfddd0c49d0f1c5ea9b69b31.ctv, Date: 12-26-2023, Resolution: None, Response Time: 747ms
Name: 全纪实, URL: https://live.v1.mk/api/bestv.php?id=qjshd8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1159ms
Name: 超级体育, URL: http://php.jdshipin.com:8880/bst.php?id=qcsj8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 458ms
Name: 超级体育, URL: https://live.goodiptv.club/api/bestv.php?id=qcsj8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 710ms
Name: 超级体育, URL: https://live.v1.mk/api/bestv.php?id=qcsj8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1171ms
Name: 超级体育, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qcsj8m/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1377ms
Name: 超级综艺, URL: https://epg.pw/stream/993b177d006da3fe1e88f9e34d5c4f039acb16c782b8588a422b382bc0fd848b.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 358ms
Name: CHC动作电影, URL: https://epg.pw/stream/2f2e29b8759a2458730dc1f3686024472691952a50e787fe075944d0cb17f36e.ctv, Date: 02-14-2024, Resolution: 1920x1080, Response Time: 1518ms
Name: CHC动作电影, URL: https://epg.pw/stream/02a582fc67bfff3762422afd2afafd15a346db899ab08ec26b328ce146665b2e.m3u8, Date: 03-21-2024, Resolution: 1280x720, Response Time: 1376ms
Name: CHC动作电影, URL: https://iptv.luas.edu.cn/liverespath/e0096742f0c5be4c5225cf3c7ab1077177bec05f/7b32f53261-0-0-3d182015277233e27cbca4cf9285edb3/index.m3u8, Date: 03-11-2024, Resolution: 1024x576, Response Time: 3855ms
Name: CHC动作电影, URL: http://pi.0472.org/tv/cbn.php?id=chcdzdyHD, Date: 08-26-2023, Resolution: None, Response Time: 854ms
Name: CHC高清电影, URL: https://epg.pw/stream/0fc644caf6205b2dd46b84766084d0a90eff010686f75b2fd646bdcf1943883d.m3u8, Date: 02-29-2024, Resolution: 1920x1080, Response Time: 345ms
Name: CHC高清电影, URL: http://pi.0472.org/tv/cbn.php?id=chcgqdyHD, Date: 03-03-2024, Resolution: 1920x1080, Response Time: 974ms
Name: CHC高清电影, URL: https://epg.pw/stream/d395483979a7e9025cb58bb0edb1acc4674620419d928202014f223505c2a693.m3u8, Date: 11-27-2023, Resolution: None, Response Time: 528ms
Name: CHC高清电影, URL: http://nas.tuyuannet.cn:8800/rtp/239.37.0.187:5540, Date: 04-27-2023, Resolution: None, Response Time: 620ms
Name: CHC高清电影, URL: http://live.mastvnet.com:800/4rlff1m/live.m3u8, Date: 04-19-2023, Resolution: None, Response Time: 741ms
Name: CHC家庭影院, URL: http://nas.tuyuannet.cn:8800/rtp/239.37.0.188:5540, Date: 01-31-2024, Resolution: 1920x1080, Response Time: 609ms
Name: CHC家庭影院, URL: http://pi.0472.org/tv/cbn.php?id=chcjtyyHD, Date: 02-28-2024, Resolution: 1920x1080, Response Time: 649ms
Name: CHC家庭影院, URL: https://epg.pw/stream/085a38ada3bf036f74dc58987291160253095044bdff40a127b5578345656db0.ctv, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 1536ms
Name: CHC家庭影院, URL: https://epg.pw/stream/813b902c76009baec09d0d0a2b8300ff7ad473e7e88af74870ec04eee46694b0.m3u8, Date: 02-16-2024, Resolution: 1280x720, Response Time: 522ms
Name: CHC家庭影院, URL: http://123.187.46.90:65000/hls/30/index.m3u8, Date: 03-26-2024, Resolution: 1024x576, Response Time: 638ms
Name: CHC家庭影院, URL: https://iptv.luas.edu.cn/liverespath/449d51febadb152094085d373b9af94a6ac5f1dd/07205d7188-0-0-f235a6e0e8dff537848f3fa9cc731bb5/index.m3u8, Date: 03-11-2024, Resolution: 1024x576, Response Time: 4922ms
Name: CHC家庭影院, URL: http://59.44.192.82:65000/hls/30/index.m3u8, Date: 03-26-2024, Resolution: 720x576, Response Time: 1360ms
Name: 北京冬奥, URL: https://epg.pw/stream/a0fca1013776eeeeb8be403321e2a5f36fbf63828c934f46e0b5821edb8860a9.m3u8, Date: 01-19-2024, Resolution: 1920x1080, Response Time: 345ms
Name: 北京冬奥, URL: http://61.182.33.218:8000/hls/38/index.m3u8, Date: 12-23-2023, Resolution: None, Response Time: 1135ms
Name: 央视台球, URL: http://49.71.78.122/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513703.m3u8, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 608ms
Name: 凤凰中文, URL: http://222.241.145.143:8888/udp/239.76.253.135:9000, Date: 03-21-2024, Resolution: 1920x1080, Response Time: 480ms
Name: 凤凰中文, URL: http://221.237.9.20:6066/udp/239.93.0.162:2192, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 526ms
Name: 凤凰中文, URL: http://171.213.36.107:8888/udp/239.93.0.162:2192, Date: 03-01-2024, Resolution: 1920x1080, Response Time: 537ms
Name: 凤凰中文, URL: http://pi.0472.org/tv/cbn.php?id=xfjcHD, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 914ms
Name: 凤凰中文, URL: https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8, Date: 08-14-2023, Resolution: 1920x1080, Response Time: 1344ms
Name: 凤凰中文, URL: http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 1355ms
Name: 凤凰中文, URL: https://epg.pw/stream/9d3ae35ac5340698211b15afabadf8d01cadfd8f2e804854fe854eb39412924a.m3u8, Date: 02-17-2024, Resolution: 1280x720, Response Time: 374ms
Name: 凤凰中文, URL: http://r.jdshipin.com/cCCzW, Date: 11-23-2023, Resolution: 1280x720, Response Time: 1229ms
Name: 凤凰中文, URL: http://210.210.155.37/uq2663/h/h157/index2.m3u8, Date: 03-26-2024, Resolution: 1024x576, Response Time: 673ms
Name: 凤凰中文, URL: http://210.210.155.37/uq2663/h/h157/index2.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Phoenix_Chinese, Date: 03-26-2024, Resolution: 1024x576, Response Time: 673ms
Name: 凤凰中文, URL: http://210.210.155.37/uq2663/h/h157/index2.m3u8, Date: 03-27-2024, Resolution: 1024x576, Response Time: 674ms
Name: 凤凰中文, URL: http://210.210.155.37/uq2663/h/h157/index2.m3u8, Date: 03-27-2024, Resolution: 1024x576, Response Time: 681ms
Name: 凤凰中文, URL: https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV43.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 39ms
Name: 凤凰中文, URL: http://abcnew.site:8880/3ca7123n11/ewfr543ds/71088, Date: 02-08-2024, Resolution: None, Response Time: 695ms
Name: 凤凰中文, URL: http://ali.hlspull.yximgs.com/live/fa7cdfad1a5aaf8370eb7887844fh.flv, Date: 10-26-2023, Resolution: None, Response Time: 1096ms
Name: 凤凰中文, URL: http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8, Date: 07-03-2023, Resolution: None, Response Time: 1343ms
Name: 凤凰中文, URL: http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8, Date: 07-26-2023, Resolution: None, Response Time: 1405ms
Name: 无线新闻台, URL: http://198.16.100.90:8278/inews_twn/playlist.m3u8?tid=MD8D9734527497345274&ct=19249&tsum=88c5d57f9fdce89810d61e1001910a80, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 200ms
Name: 无线新闻台, URL: http://198.16.100.90:8278/inews_twn/playlist.m3u8?tid=MF7F8784108987841089&ct=19225&tsum=50d719a9ed62cc070153963585e6d9d3, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 203ms
Name: 无线新闻台, URL: http://r.jdshipin.com/CkuBd, Date: 01-18-2024, Resolution: 1920x1080, Response Time: 1101ms
Name: 无线新闻台, URL: http://ali.hlspull.yximgs.com/live/twlivefhwzpthlzzszszzbvdlzdmnbzhdhyzyztvbwxxw.flv, Date: 03-12-2024, Resolution: 1280x720, Response Time: 876ms
Name: 无线新闻台, URL: http://live.cooltv.top/tv/tvb.php?id=0&hq, Date: 03-27-2024, Resolution: 1280x720, Response Time: 1053ms
Name: 无线新闻台, URL: http://awei.beimua.com/yes.php?id=13, Date: 05-26-2023, Resolution: None, Response Time: 666ms
Name: 莲花卫视, URL: http://anren.live/HK/BiIOU11uLA.m3u8, Date: 11-28-2023, Resolution: 1920x1080, Response Time: 1028ms
Name: 莲花卫视, URL: http://nettvpro.live/hls/lotustv.php, Date: 03-30-2023, Resolution: None, Response Time: 1242ms
Name: 澳亚卫视, URL: https://pi.0472.org/tv/aoya.php?auth=2309081833, Date: 09-12-2023, Resolution: 784x784, Response Time: 619ms
Name: 澳亚卫视, URL: https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8, Date: 03-24-2024, Resolution: 720x480, Response Time: 1155ms
Name: 澳亚卫视, URL: https://pi.0472.org/tv/aoya.php?auth=230918, Date: 09-19-2023, Resolution: None, Response Time: 581ms
Name: 澳亚卫视, URL: http://live.mastvnet.com:800/4rlff1m/1024/live.m3u8, Date: 06-05-2023, Resolution: None, Response Time: 693ms
Name: 澳亚卫视, URL: http://live.mastvnet.com:800/4rlff1m/live.m3u8, Date: 06-05-2023, Resolution: None, Response Time: 695ms
Name: 澳亚卫视, URL: http://live.mastvnet.com:800/4rlff1m/a/live.m3u8, Date: 06-05-2023, Resolution: None, Response Time: 1222ms
Name: 有線新聞, URL: http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbncvshhjsjcvndfncvbdjpeyjhxchjsjjhjejjjyxxw.flv, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 604ms
Name: 有線新聞, URL: http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbncvshhjsjcvndfncvbdjpeyjhxchjsjjhjejjjyxxw.flv, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 605ms
Name: 有線新聞, URL: http://ali.hlspull.yximgs.com/live/huanqiuhkliveyvjojmfdyjjdjdjhdnowspjjlfjhjtycxjfjjojtspjjmehoytv.flv, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 607ms
Name: 有線新聞, URL: http://ali.hlspull.yximgs.com/live/huanqiuhkliveyvjojmfdyjjdjdjhdnowspjjlfjhjtycxjfjjojtspjjmehoytv.flv, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 608ms
Name: 有線新聞, URL: http://ali.hlspull.yximgs.com/live/huanqiuhkliveyvjojmfdyjjdjdjhdnowspjjlfjhjtycxjfjjojtspjjmehoytv.flv, Date: 03-21-2024, Resolution: 1920x1080, Response Time: 608ms
Name: 有線新聞, URL: http://live.sjsrm.com/bjsjs/sd/live.m3u8, Date: 02-27-2024, Resolution: 1920x1080, Response Time: 1621ms
Name: 有線新聞, URL: http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u, Date: 03-26-2024, Resolution: 1280x720, Response Time: 393ms
Name: 有線新聞, URL: http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u, Date: 01-04-2024, Resolution: 1280x720, Response Time: 396ms
Name: 有線新聞, URL: http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8, Date: 06-02-2023, Resolution: 1280x720, Response Time: 396ms
Name: 有線新聞, URL: http://61.10.2.141:80/live_freedirect/freehd209_h.live/chunklist.m3u8, Date: 12-04-2023, Resolution: 1280x720, Response Time: 398ms
